"idComponente";"idServidor";"horario";"valorLido";"unidadeMedida"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:16";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:11";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:06";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:59:01";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:56";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:51";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:46";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:41";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:36";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:31";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:26";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:21";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:16";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:10";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:05";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:58:00";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:55";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:50";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:45";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:40";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:35";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:30";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:25";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:20";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:15";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:10";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:57:04";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:59";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:54";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:49";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:44";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:39";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:34";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:29";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:24";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:19";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:14";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:09";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:56:04";41.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:55:58";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:55:53";41.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:55:48";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:55:43";41.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:55:38";41.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 09:55:33";41.0;"°C"
